year,month,circ_type
1947,10,"['NWA', 'NWA', 'NWA', 'NWA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'TRM', 'TRM', 'TRM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA']"
1948,10,"['WA', 'WA', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U', 'HFZ', 'HFZ', 'HFZ', 'HFZ']"
1949,10,"['BM', 'BM', 'BM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM']"
1950,10,"['WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'HB', 'HB', 'HB', 'HB', 'HB', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFA', 'HFA']"
1951,10,"['HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'HM', 'HM', 'HM', 'SEA', 'SEA', 'SEA', 'SEA', 'U']"
1952,10,"['TM', 'TM', 'TM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TM', 'TM', 'TM', 'TM', 'TM', 'HFA', 'HFA', 'HFA', 'HFA', 'WW', 'WW', 'WW', 'WW', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ']"
1953,10,"['BM', 'BM', 'BM', 'BM', 'HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'SEA', 'SEA', 'SEA', 'SEA', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WW', 'WW', 'WW']"
1954,10,"['NWZ', 'NWZ', 'U', 'WW', 'WW', 'WW', 'NEA', 'NEA', 'NEA', 'WA', 'WA', 'WA', 'WA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'SWZ', 'SWZ', 'SWZ', 'SWZ']"
1955,10,"['WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TRW', 'TRW', 'TRW', 'TRW', 'NWZ', 'NWZ', 'NWZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HM']"
1956,10,"['SWZ', 'SWZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HM', 'HM', 'HM', 'HM', 'SWZ', 'SWZ', 'SWZ', 'WA', 'WA', 'WA', 'WA', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'HNA']"
1957,10,"['HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WA', 'WA']"
1958,10,"['WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'SWA', 'SWA', 'SWA', 'SWA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HB', 'HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM', 'TRM']"
1959,10,"['HM', 'HM', 'HM', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM']"
1960,10,"['SEA', 'SEA', 'SEA', 'TB', 'TB', 'TB', 'WS', 'WS', 'WS', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'U', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'WS', 'WS', 'WS']"
1961,10,"['SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'HM', 'HM', 'HM', 'HM', 'TRM', 'TRM', 'TRM', 'TRM', 'SZ', 'SZ', 'SZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'U', 'WA', 'WA']"
1962,10,"['SWA', 'SWA', 'BM', 'BM', 'BM', 'HM', 'HM', 'HM', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'BM', 'BM', 'BM', 'BM', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM', 'U', 'WA', 'WA', 'WA', 'WA', 'WA', 'TRW']"
1963,10,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'WA', 'WA', 'SWA', 'SWA', 'SWA', 'SWA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'SZ', 'SZ']"
1964,10,"['BM', 'BM', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'TRM', 'TRM', 'TRM', 'TRM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM']"
1965,10,"['TM', 'TM', 'SA', 'SA', 'SA', 'SA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'BM', 'BM', 'BM', 'BM', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ']"
1966,10,"['SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'BM', 'BM', 'SZ', 'SZ', 'SZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'TM', 'TM', 'TM', 'NEA', 'NEA', 'NEA']"
1967,10,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWA', 'SWA', 'SWA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TB']"
1968,10,"['NWZ', 'NWZ', 'NWZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WA', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'HM', 'HM', 'SZ', 'SZ', 'SZ', 'U', 'SWZ', 'SWZ', 'SWZ', 'SWZ']"
1969,10,"['WA', 'WA', 'WA', 'WA', 'WA', 'SWA', 'SWA', 'SWA', 'SWA', 'HM', 'HM', 'HM', 'HM', 'SWA', 'SWA', 'SWA', 'SWA', 'SA', 'SA', 'SA', 'SA', 'U', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'NWZ', 'NWZ', 'NWZ']"
1970,10,"['NWZ', 'NWZ', 'NWZ', 'NWZ', 'TB', 'TB', 'TB', 'TB', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'NZ', 'NZ', 'NZ', 'NZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1971,10,"['HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WA', 'WA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'U', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM']"
1972,10,"['HFA', 'HFA', 'HFA', 'HFA', 'HM', 'HM', 'HM', 'HM', 'SEA', 'SEA', 'SEA', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'U', 'SZ', 'SZ', 'SZ', 'SZ', 'SA', 'SA']"
1973,10,"['BM', 'BM', 'BM', 'SEA', 'SEA', 'SEA', 'SEA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WS', 'WS', 'WS', 'WS', 'WS', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM']"
1974,10,"['TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TM', 'TM', 'TM', 'TM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'U', 'WZ', 'WZ', 'WZ', 'TM', 'TM', 'TM', 'TM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TM', 'TM', 'TM']"
1975,10,"['SWA', 'SWA', 'WZ', 'WZ', 'WZ', 'WZ', 'NZ', 'NZ', 'NZ', 'NEZ', 'NEZ', 'NEZ', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM']"
1976,10,"['HFZ', 'HFZ', 'WW', 'WW', 'WW', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'WS', 'WS', 'WS', 'WS', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'SA', 'SA', 'SA', 'SA', 'SA', 'SEA', 'SEA', 'SEA', 'TRW', 'TRW', 'TRW']"
1977,10,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB', 'TB', 'TB', 'U', 'BM', 'BM', 'BM', 'HFA', 'HFA', 'HFA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WW']"
1978,10,"['U', 'BM', 'BM', 'BM', 'BM', 'BM', 'SWA', 'SWA', 'SWA', 'SWA', 'SA', 'SA', 'SA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HM']"
1979,10,"['HFA', 'HFA', 'HFA', 'SEZ', 'SEZ', 'SEZ', 'SA', 'SA', 'SA', 'SA', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'SEZ', 'SEZ', 'SEZ', 'WW']"
1980,10,"['BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WS', 'WS', 'WS', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HFA', 'HFA']"
1940,11,"['WW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WW', 'WW', 'WW', 'WS', 'WS', 'WS', 'TB', 'TB', 'TB', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'HB', 'HB', 'HB']"
1941,11,"['HNFA', 'HNFA', 'HNFA', 'HNFA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'U', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'SEA', 'SEA', 'SEA', 'WW', 'WW', 'WW', 'SA', 'SA', 'SA', 'SA', 'SWA', 'SWA', 'SWA', 'SWA', 'BM', 'BM', 'BM']"
1942,11,"['SZ', 'SWZ', 'SWZ', 'SWZ', 'WW', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'HB', 'HB', 'HB', 'HB', 'TRM', 'TRM', 'TRM']"
1943,11,"['HM', 'HFA', 'HFA', 'HFA', 'HFA', 'TRM', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'TM', 'TM', 'TM', 'TM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1944,11,"['TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NZ', 'NZ', 'NZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'U', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'BM']"
1945,11,"['TRW', 'SEA', 'SEA', 'SEA', 'SEA', 'BM', 'BM', 'BM', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFA', 'HFA', 'HFA', 'HFA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WW']"
1946,11,"['SEA', 'SEA', 'SEA', 'HM', 'HM', 'HM', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'U', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'WS', 'WS', 'WS', 'WS', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WW', 'WW']"
1947,11,"['SWZ', 'SWZ', 'SWZ', 'SWZ', 'U', 'NA', 'NA', 'NA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TM', 'TM', 'TM', 'SZ', 'SZ', 'SZ']"
1948,11,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U', 'U', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'NA', 'NA', 'NA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM']"
1949,11,"['BM', 'BM', 'BM', 'BM', 'BM', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'TB', 'TB', 'TB', 'TB', 'TM', 'TM', 'TM', 'TM', 'TM', 'WA', 'WA']"
1950,11,"['HFA', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'TB', 'TB', 'TB', 'TB', 'TB', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ']"
1951,11,"['NWZ', 'NWZ', 'NWZ', 'U', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'TM', 'TM', 'TM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ']"
1952,11,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'HNZ', 'HNZ']"
1953,11,"['WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HM', 'HM', 'HM', 'HM', 'HM', 'NWA', 'NWA', 'NWA', 'NWA', 'HFA', 'HFA', 'HFA', 'SWA', 'SWA', 'SWA', 'WA', 'WA']"
1954,11,"['BM', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HB', 'HB', 'HB', 'HB', 'HFA', 'HFA', 'HFA', 'SA', 'SA', 'SA', 'SA', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ']"
1955,11,"['HM', 'HM', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'TRW', 'TRW', 'TRW', 'U', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'NZ', 'NZ', 'NZ', 'NZ', 'NWZ', 'NWZ', 'NWZ', 'WA', 'WA']"
1956,11,"['HNA', 'HNA', 'HNA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'U', 'WW', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'BM', 'BM', 'U', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TRM', 'TRM']"
1957,11,"['SWZ', 'SWZ', 'SWZ', 'SZ', 'SZ', 'SZ', 'SZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFA', 'HNFA', 'HNFA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HM']"
1958,11,"['TRM', 'TRM', 'TRM', 'TRM', 'WW', 'WW', 'WW', 'WW', 'TRM', 'TRM', 'TRM', 'SEZ', 'SEZ', 'SEZ', 'BM', 'BM', 'BM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'HM', 'HM', 'HM', 'HB']"
1959,11,"['TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'NEA', 'NEA', 'NEA', 'U', 'TRW', 'TRW', 'TRW', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'SA', 'SA', 'SA', 'SWA', 'SWA', 'SWA', 'SWA', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW']"
1960,11,"['SWZ', 'SWZ', 'SWZ', 'SWZ', 'TRM', 'TRM', 'TRM', 'TRM', 'U', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'SZ', 'SZ', 'SZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'TRM', 'TRM', 'TRM']"
1961,11,"['WA', 'WA', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRW', 'TRW', 'TRW', 'TRW', 'HNFZ', 'HNFZ', 'HNFZ', 'HB', 'HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ']"
1962,11,"['TRW', 'TRW', 'TRW', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM', 'BM', 'HB', 'HB', 'HB']"
1963,11,"['SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WZ', 'WZ', 'WZ', 'SWZ', 'SWZ', 'SWZ', 'U', 'SEA', 'SEA', 'SEA']"
1964,11,"['BM', 'BM', 'BM', 'HNA', 'HNA', 'HNA', 'HNA', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM']"
1965,11,"['WZ', 'NWZ', 'NWZ', 'NWZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFA', 'HNFA', 'HNFA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WS', 'WS', 'WS', 'WS']"
1966,11,"['BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'SA', 'SA', 'SA', 'U', 'BM', 'BM', 'BM', 'BM', 'TRM', 'TRM', 'TRM', 'TRM', 'TM', 'TM', 'TM', 'TM', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WS']"
1967,11,"['TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW', 'WW', 'WW', 'WW', 'BM']"
1968,11,"['SWZ', 'SWZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'SEZ', 'SEZ', 'SEZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'HNFZ', 'HNFZ']"
1969,11,"['WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SWZ', 'SWZ', 'SWZ', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'NWZ', 'NWZ', 'NWZ', 'NWZ']"
1970,11,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'SWZ', 'SWZ', 'SWZ', 'WW', 'WW', 'WW', 'U', 'SA', 'SA', 'SA', 'SA', 'TB', 'TB', 'TB']"
1971,11,"['HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TM', 'TM', 'TM', 'TM', 'WA', 'WA', 'WA', 'TRW', 'TRW', 'TRW']"
1972,11,"['SA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WS', 'WS', 'WS', 'WS', 'HB', 'HB', 'HB', 'WA', 'WA', 'WA', 'WA']"
1973,11,"['HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ']"
1974,11,"['TM', 'TM', 'NEZ', 'NEZ', 'NEZ', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WW', 'WW', 'WW', 'WW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1975,11,"['WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'U', 'HFA', 'HFA', 'HFA', 'HFA', 'SEZ', 'SEZ', 'SEZ', 'U', 'TRW', 'TRW', 'TRW', 'TRW', 'NZ', 'NZ', 'NZ', 'BM', 'BM', 'BM', 'WW', 'WW', 'WW', 'WZ', 'WZ']"
1976,11,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'TRW', 'TRW', 'TRW', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HB', 'HB', 'HB', 'NZ', 'NZ', 'NZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1977,11,"['WW', 'WW', 'WW', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'U', 'TRM', 'TRM', 'TRM', 'NZ', 'NZ', 'NZ', 'NZ', 'HB', 'HB', 'HB']"
1978,11,"['HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'TRM', 'TRM', 'TRM', 'NEZ', 'NEZ']"
1979,11,"['WW', 'WW', 'U', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HM', 'HM', 'HM']"
1980,11,"['HFA', 'HFA', 'HNFA', 'HNFA', 'HNFA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNA', 'HNA', 'HNA', 'HNA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'NWZ', 'NWZ', 'NWZ', 'NEZ', 'NEZ']"
1940,12,"['WA', 'WA', 'WA', 'WA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HFA', 'HFA', 'HFA', 'HM', 'HM', 'HM', 'HM', 'HFA', 'HFA', 'HFA', 'HFA', 'HB', 'HB', 'HB', 'HB', 'HB', 'WZ', 'WZ', 'WZ']"
1941,12,"['BM', 'NWA', 'NWA', 'NWA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'NZ', 'NZ', 'NZ', 'HB', 'HB', 'HB', 'HB']"
